mrun,distancia,p_prioritario,simce_let,simce_mat,cod_nivel,prioridad_h,es_mujer,prioritario,alto_rendimiento,tipo,alt
25838152,0.75865,0,550,550,6,0,0,0,1,no_mun & conv,0
25838152,2.1393,0,550,550,6,0,0,0,1,mun & conv,0
25893516,1.517,0.1,550,550,0,0,0,0,0,no_muni & no_conv,0
25893516,0.4879,0,550,550,0,0,0,0,0,mun & no_conv,1
25893516,0.75464,0,550,550,0,0,0,0,0,no_mun & conv,0
25893516,4.5588,0,550,550,0,0,0,0,0,mun & conv,0
25942162,0.5104,0.15385,262,319,-1,1,0,1,0,no_muni & no_conv,0
25942162,2.1839,0.2,550,550,-1,1,0,1,0,mun & no_conv,0
25942162,0.93541,0.17143,550,550,-1,1,0,1,0,no_mun & conv,0
25942162,0.68776,0.17143,217,207,-1,1,0,1,0,mun & conv,1
25977586,2.7545,0,228,248,10,0,0,1,1,no_muni & no_conv,0
25977586,4.552,0,328,374,10,0,0,1,1,mun & no_conv,1
25977586,0.44911,0,237,256,10,0,0,1,1,no_mun & conv,0
25977586,0.06107,0,219,239,10,0,0,1,1,mun & conv,0
26030896,2.3183,0.16667,271,306,-1,0,0,0,0,no_muni & no_conv,1
26030896,3.7894,0.2,228,207,-1,0,0,0,0,mun & no_conv,0
26030896,1.1499,0.21429,550,550,-1,0,0,0,0,no_mun & conv,0
26030896,1.5318,0.15714,201,213,-1,0,0,0,0,mun & conv,0
26050395,0.46374,0,257,310,11,0,0,0,1,no_muni & no_conv,1
26050395,3.4231,0,219,213,11,0,0,0,1,mun & no_conv,0
26050395,0.28634,0.026316,281,289,11,0,0,0,1,no_mun & conv,0
26050395,1.1596,0,221,204,11,0,0,0,1,mun & conv,0
26082064,0.36109,0,550,550,1,0,1,0,0,no_muni & no_conv,1
26082064,4.6905,0,550,550,1,0,1,0,0,mun & no_conv,0
26082064,1.418,0,273,301,1,0,1,0,0,no_mun & conv,0
26082064,0.45309,0,550,550,1,0,1,0,0,mun & conv,0
26084265,0.8213,0,550,550,9,0,1,0,1,no_muni & no_conv,1
26084265,0.56198,0.12143,257,248,9,0,1,0,1,mun & no_conv,0
26084265,0.18138,0.15111,225,244,9,0,1,0,1,no_mun & conv,0
26084265,0.95568,0,221,222,9,0,1,0,1,mun & conv,0
26111017,10.2074,0,272,282,8,0,0,0,0,no_muni & no_conv,0
26111017,5.8548,0,303,326,8,0,0,0,0,mun & no_conv,1
26111017,24.3408,0,234,222,8,0,0,0,0,no_mun & conv,0
26111017,5.798,0,550,550,8,0,0,0,0,mun & conv,0
26129348,1.4735,0,245,273,7,0,0,1,1,no_muni & no_conv,0
26129348,3.0431,0.15333,328,374,7,0,0,1,1,mun & no_conv,0
26129348,2.4707,0,253,280,7,0,0,1,1,no_mun & conv,0
26129348,3.8018,0,296,333,7,0,0,1,1,mun & conv,1
26130582,7.7616,0,237,232,10,0,1,0,1,no_muni & no_conv,0
26130582,0.72874,0,235,226,10,0,1,0,1,mun & no_conv,1
26130582,1.2512,0,270,334,10,0,1,0,1,no_mun & conv,0
26130582,1.2916,0,212,211,10,0,1,0,1,mun & conv,0
26146377,2.6608,0,257,295,9,0,1,0,1,no_muni & no_conv,0
26146377,2.1289,0.15,217,211,9,0,1,0,1,mun & no_conv,0
26146377,4.2872,0,236,232,9,0,1,0,1,no_mun & conv,0
26146377,2.487,0.15,220,236,9,0,1,0,1,mun & conv,1
26153495,0.80484,0,550,550,10,0,1,0,1,no_muni & no_conv,0
26153495,26.0685,0,286,318,10,0,1,0,1,mun & no_conv,0
26153495,0.54645,0,273,282,10,0,1,0,1,no_mun & conv,1
26153495,1.4569,0,213,203,10,0,1,0,1,mun & conv,0
26244262,0.29405,0,279,299,8,0,1,0,1,no_muni & no_conv,0
26244262,1.0253,0,259,260,8,0,1,0,1,mun & no_conv,0
26244262,0.338,0,271,296,8,0,1,0,1,no_mun & conv,1
26244262,2.6535,0,550,550,8,0,1,0,1,mun & conv,0
26245333,0.67194,0.15,232,266,9,0,0,0,0,no_muni & no_conv,1
26245333,1.8239,0,328,374,9,0,0,0,0,mun & no_conv,0
26245333,1.4541,0,282,292,9,0,0,0,0,no_mun & conv,0
26245333,1.3029,0.0089286,242,283,9,0,0,0,0,mun & conv,0
26265268,0.64938,0,244,265,4,0,1,0,1,no_muni & no_conv,0
26265268,0.24965,0,550,550,4,0,1,0,1,mun & no_conv,1
26265268,0.50829,0,550,550,4,0,1,0,1,no_mun & conv,0
26265268,1.3179,0,550,550,4,0,1,0,1,mun & conv,0
26267994,0.2372,0.15315,213,229,9,0,1,0,1,no_muni & no_conv,0
26267994,3.7208,0.066667,259,260,9,0,1,0,1,mun & no_conv,0
26267994,0.23065,0,248,245,9,0,1,0,1,no_mun & conv,1
26267994,1.8505,0.15152,226,222,9,0,1,0,1,mun & conv,0
26269710,1.9718,0.15,231,218,9,0,1,0,0,no_muni & no_conv,0
26269710,2.6971,0.15,235,226,9,0,1,0,0,mun & no_conv,0
26269710,1.343,0,270,334,9,0,1,0,0,no_mun & conv,1
26269710,3.2274,0.15,218,201,9,0,1,0,0,mun & conv,0
26276917,1.0796,0,253,270,0,0,1,0,0,no_muni & no_conv,1
26276917,0.24038,0.11429,550,550,0,0,1,0,0,mun & no_conv,0
26276917,0.389,0.058824,550,550,0,0,1,0,0,no_mun & conv,0
26276917,13.4148,0,550,550,0,0,1,0,0,mun & conv,0
26303418,0.75126,0,244,265,9,0,1,0,1,no_muni & no_conv,0
26303418,0.10602,0.15,235,226,9,0,1,0,1,mun & no_conv,0
26303418,2.0875,0,248,245,9,0,1,0,1,no_mun & conv,1
26303418,0.9109,0.15,212,211,9,0,1,0,1,mun & conv,0
26462050,1.8778,0,260,278,8,0,1,0,0,no_muni & no_conv,0
26462050,0.26442,0,262,259,8,0,1,0,0,mun & no_conv,1
26462050,1.8811,0,291,362,8,0,1,0,0,no_mun & conv,0
26462050,17.0583,0,550,550,8,0,1,0,0,mun & conv,0
26512902,1.3071,0.16667,550,550,-1,0,0,0,0,no_muni & no_conv,0
26512902,0.19943,0.15385,550,550,-1,0,0,0,0,mun & no_conv,0
26512902,0.47562,0.15,550,550,-1,0,0,0,0,no_mun & conv,0
26512902,1.0229,0.15625,550,550,-1,0,0,0,0,mun & conv,1
26555287,0.72804,0.2,243,241,-1,0,0,0,0,no_muni & no_conv,0
26555287,0.88681,0.15385,550,550,-1,0,0,0,0,mun & no_conv,0
26555287,0.98869,0.15,550,550,-1,0,0,0,0,no_mun & conv,0
26555287,0.33945,0.15625,550,550,-1,0,0,0,0,mun & conv,1
26558616,0.47243,0.2,243,241,-1,0,0,0,0,no_muni & no_conv,0
26558616,0.85776,0.15385,550,550,-1,0,0,0,0,mun & no_conv,0
26558616,0.58172,0.17143,270,334,-1,0,0,0,0,no_mun & conv,1
26558616,0.0805,0.15625,550,550,-1,0,0,0,0,mun & conv,0
26562865,0.26679,0,550,550,6,0,0,0,0,no_muni & no_conv,1
26562865,0.83533,0,550,550,6,0,0,0,0,mun & no_conv,0
26562865,0.56935,0,550,550,6,0,0,0,0,no_mun & conv,0
26562865,0.66544,0,550,550,6,0,0,0,0,mun & conv,0
26564030,0.61457,0,253,270,11,0,1,0,0,no_muni & no_conv,0
26564030,0.61974,0,217,211,11,0,1,0,0,mun & no_conv,0
26564030,0.32125,0,275,306,11,0,1,0,0,no_mun & conv,1
26564030,0.24805,0,220,236,11,0,1,0,0,mun & conv,0
26564932,0.91888,0.15,244,265,0,0,1,0,0,no_muni & no_conv,1
26564932,0.41289,0,550,550,0,0,1,0,0,mun & no_conv,0
26564932,0.6894,0,550,550,0,0,1,0,0,no_mun & conv,0
26564932,1.0162,0,550,550,0,0,1,0,0,mun & conv,0
26568224,1.7665,0.044444,234,254,9,0,1,0,0,no_muni & no_conv,0
26568224,2.9146,0.066667,259,260,9,0,1,0,0,mun & no_conv,1
26568224,10.6963,0,249,269,9,0,1,0,0,no_mun & conv,0
26568224,0.41763,0.15217,219,239,9,0,1,0,0,mun & conv,0
26570004,1.2868,0.16667,550,550,-1,0,1,0,0,no_muni & no_conv,0
26570004,0.67535,0.15385,550,550,-1,0,1,0,0,mun & no_conv,1
26570004,0.94545,0.15,550,550,-1,0,1,0,0,no_mun & conv,0
26570004,2.3726,0.15714,550,550,-1,0,1,0,0,mun & conv,0
26572507,0.42386,0,550,550,3,0,1,0,0,no_muni & no_conv,1
26572507,0.99224,0,219,213,3,0,1,0,0,mun & no_conv,0
26572507,0.61829,0,260,256,3,0,1,0,0,no_mun & conv,0
26572507,0.55223,0,550,550,3,0,1,0,0,mun & conv,0
